filepath,label
dataset/train/sample0.png,9
dataset/train/sample1.png,0
dataset/train/sample2.png,0
dataset/train/sample3.png,3
dataset/train/sample4.png,0
dataset/train/sample5.png,2
dataset/train/sample6.png,7
dataset/train/sample7.png,2
dataset/train/sample8.png,5
dataset/train/sample9.png,5
dataset/train/sample10.png,0
dataset/train/sample11.png,9
dataset/train/sample12.png,5
dataset/train/sample13.png,5
dataset/train/sample14.png,7
dataset/train/sample15.png,9
dataset/train/sample16.png,1
dataset/train/sample17.png,0
dataset/train/sample18.png,6
dataset/train/sample19.png,4
dataset/train/sample20.png,3
dataset/train/sample21.png,1
dataset/train/sample22.png,4
dataset/train/sample23.png,8
dataset/train/sample24.png,4
dataset/train/sample25.png,3
dataset/train/sample26.png,0
dataset/train/sample27.png,2
dataset/train/sample28.png,4
dataset/train/sample29.png,4
dataset/train/sample30.png,5
dataset/train/sample31.png,3
dataset/train/sample32.png,6
dataset/train/sample33.png,6
dataset/train/sample34.png,0
dataset/train/sample35.png,8
dataset/train/sample36.png,5
dataset/train/sample37.png,2
dataset/train/sample38.png,1
dataset/train/sample39.png,6
dataset/train/sample40.png,6
dataset/train/sample41.png,7
dataset/train/sample42.png,9
dataset/train/sample43.png,5
dataset/train/sample44.png,9
dataset/train/sample45.png,2
dataset/train/sample46.png,7
dataset/train/sample47.png,3
dataset/train/sample48.png,0
dataset/train/sample49.png,3
dataset/train/sample50.png,3
dataset/train/sample51.png,3
dataset/train/sample52.png,7
dataset/train/sample53.png,2
dataset/train/sample54.png,2
dataset/train/sample55.png,6
dataset/train/sample56.png,6
dataset/train/sample57.png,8
dataset/train/sample58.png,3
dataset/train/sample59.png,3
dataset/train/sample60.png,5
dataset/train/sample61.png,0
dataset/train/sample62.png,5
dataset/train/sample63.png,5
dataset/train/sample64.png,0
dataset/train/sample65.png,2
dataset/train/sample66.png,0
dataset/train/sample67.png,0
dataset/train/sample68.png,4
dataset/train/sample69.png,1
dataset/train/sample70.png,3
dataset/train/sample71.png,1
dataset/train/sample72.png,6
dataset/train/sample73.png,3
dataset/train/sample74.png,1
dataset/train/sample75.png,4
dataset/train/sample76.png,4
dataset/train/sample77.png,6
dataset/train/sample78.png,1
dataset/train/sample79.png,9
dataset/train/sample80.png,1
dataset/train/sample81.png,3
dataset/train/sample82.png,5
dataset/train/sample83.png,7
dataset/train/sample84.png,9
dataset/train/sample85.png,7
dataset/train/sample86.png,1
dataset/train/sample87.png,7
dataset/train/sample88.png,9
dataset/train/sample89.png,9
dataset/train/sample90.png,9
dataset/train/sample91.png,3
dataset/train/sample92.png,2
dataset/train/sample93.png,9
dataset/train/sample94.png,3
dataset/train/sample95.png,6
dataset/train/sample96.png,4
dataset/train/sample97.png,1
dataset/train/sample98.png,1
dataset/train/sample99.png,8
dataset/train/sample100.png,8
dataset/train/sample101.png,0
dataset/train/sample102.png,1
dataset/train/sample103.png,1
dataset/train/sample104.png,6
dataset/train/sample105.png,8
dataset/train/sample106.png,1
dataset/train/sample107.png,9
dataset/train/sample108.png,7
dataset/train/sample109.png,8
dataset/train/sample110.png,8
dataset/train/sample111.png,9
dataset/train/sample112.png,6
dataset/train/sample113.png,6
dataset/train/sample114.png,3
dataset/train/sample115.png,1
dataset/train/sample116.png,5
dataset/train/sample117.png,4
dataset/train/sample118.png,6
dataset/train/sample119.png,7
dataset/train/sample120.png,5
dataset/train/sample121.png,5
dataset/train/sample122.png,9
dataset/train/sample123.png,2
dataset/train/sample124.png,2
dataset/train/sample125.png,2
dataset/train/sample126.png,7
dataset/train/sample127.png,6
dataset/train/sample128.png,4
dataset/train/sample129.png,1
dataset/train/sample130.png,8
dataset/train/sample131.png,7
dataset/train/sample132.png,7
dataset/train/sample133.png,5
dataset/train/sample134.png,4
dataset/train/sample135.png,2
dataset/train/sample136.png,9
dataset/train/sample137.png,1
dataset/train/sample138.png,7
dataset/train/sample139.png,4
dataset/train/sample140.png,6
dataset/train/sample141.png,9
dataset/train/sample142.png,7
dataset/train/sample143.png,1
dataset/train/sample144.png,8
dataset/train/sample145.png,7
dataset/train/sample146.png,1
dataset/train/sample147.png,2
dataset/train/sample148.png,8
dataset/train/sample149.png,0
dataset/train/sample150.png,9
dataset/train/sample151.png,1
dataset/train/sample152.png,8
dataset/train/sample153.png,7
dataset/train/sample154.png,0
dataset/train/sample155.png,5
dataset/train/sample156.png,8
dataset/train/sample157.png,6
dataset/train/sample158.png,7
dataset/train/sample159.png,2
dataset/train/sample160.png,0
dataset/train/sample161.png,8
dataset/train/sample162.png,7
dataset/train/sample163.png,1
dataset/train/sample164.png,6
dataset/train/sample165.png,2
dataset/train/sample166.png,1
dataset/train/sample167.png,9
dataset/train/sample168.png,6
dataset/train/sample169.png,0
dataset/train/sample170.png,1
dataset/train/sample171.png,0
dataset/train/sample172.png,5
dataset/train/sample173.png,5
dataset/train/sample174.png,1
dataset/train/sample175.png,7
dataset/train/sample176.png,0
dataset/train/sample177.png,5
dataset/train/sample178.png,8
dataset/train/sample179.png,4
dataset/train/sample180.png,0
dataset/train/sample181.png,4
dataset/train/sample182.png,0
dataset/train/sample183.png,6
dataset/train/sample184.png,6
dataset/train/sample185.png,4
dataset/train/sample186.png,0
dataset/train/sample187.png,0
dataset/train/sample188.png,4
dataset/train/sample189.png,7
dataset/train/sample190.png,3
dataset/train/sample191.png,0
dataset/train/sample192.png,5
dataset/train/sample193.png,8
dataset/train/sample194.png,4
dataset/train/sample195.png,1
dataset/train/sample196.png,1
dataset/train/sample197.png,2
dataset/train/sample198.png,9
dataset/train/sample199.png,2
dataset/train/sample200.png,8
dataset/train/sample201.png,5
dataset/train/sample202.png,0
dataset/train/sample203.png,6
dataset/train/sample204.png,3
dataset/train/sample205.png,4
dataset/train/sample206.png,6
dataset/train/sample207.png,0
dataset/train/sample208.png,9
dataset/train/sample209.png,1
dataset/train/sample210.png,7
dataset/train/sample211.png,3
dataset/train/sample212.png,8
dataset/train/sample213.png,5
dataset/train/sample214.png,8
dataset/train/sample215.png,3
dataset/train/sample216.png,8
dataset/train/sample217.png,5
dataset/train/sample218.png,2
dataset/train/sample219.png,0
dataset/train/sample220.png,8
dataset/train/sample221.png,7
dataset/train/sample222.png,0
dataset/train/sample223.png,3
dataset/train/sample224.png,5
dataset/train/sample225.png,0
dataset/train/sample226.png,6
dataset/train/sample227.png,5
dataset/train/sample228.png,2
dataset/train/sample229.png,7
dataset/train/sample230.png,5
dataset/train/sample231.png,2
dataset/train/sample232.png,6
dataset/train/sample233.png,8
dataset/train/sample234.png,2
dataset/train/sample235.png,6
dataset/train/sample236.png,8
dataset/train/sample237.png,0
dataset/train/sample238.png,4
dataset/train/sample239.png,4
dataset/train/sample240.png,4
dataset/train/sample241.png,4
dataset/train/sample242.png,4
dataset/train/sample243.png,1
dataset/train/sample244.png,5
dataset/train/sample245.png,6
dataset/train/sample246.png,5
dataset/train/sample247.png,3
dataset/train/sample248.png,3
dataset/train/sample249.png,7
dataset/train/sample250.png,3
dataset/train/sample251.png,3
dataset/train/sample252.png,6
dataset/train/sample253.png,2
dataset/train/sample254.png,8
dataset/train/sample255.png,4
dataset/train/sample256.png,6
dataset/train/sample257.png,5
dataset/train/sample258.png,9
dataset/train/sample259.png,3
dataset/train/sample260.png,2
dataset/train/sample261.png,3
dataset/train/sample262.png,2
dataset/train/sample263.png,4
dataset/train/sample264.png,4
dataset/train/sample265.png,8
dataset/train/sample266.png,2
dataset/train/sample267.png,5
dataset/train/sample268.png,3
dataset/train/sample269.png,0
dataset/train/sample270.png,7
dataset/train/sample271.png,2
dataset/train/sample272.png,0
dataset/train/sample273.png,2
dataset/train/sample274.png,5
dataset/train/sample275.png,7
dataset/train/sample276.png,2
dataset/train/sample277.png,3
dataset/train/sample278.png,1
dataset/train/sample279.png,7
dataset/train/sample280.png,6
dataset/train/sample281.png,2
dataset/train/sample282.png,9
dataset/train/sample283.png,1
dataset/train/sample284.png,9
dataset/train/sample285.png,1
dataset/train/sample286.png,1
dataset/train/sample287.png,8
dataset/train/sample288.png,7
dataset/train/sample289.png,8
dataset/train/sample290.png,4
dataset/train/sample291.png,2
dataset/train/sample292.png,6
dataset/train/sample293.png,6
dataset/train/sample294.png,7
dataset/train/sample295.png,9
dataset/train/sample296.png,4
dataset/train/sample297.png,6
dataset/train/sample298.png,1
dataset/train/sample299.png,9
dataset/train/sample300.png,5
dataset/train/sample301.png,6
dataset/train/sample302.png,0
dataset/train/sample303.png,5
dataset/train/sample304.png,0
dataset/train/sample305.png,1
dataset/train/sample306.png,6
dataset/train/sample307.png,1
dataset/train/sample308.png,1
dataset/train/sample309.png,6
dataset/train/sample310.png,7
dataset/train/sample311.png,4
dataset/train/sample312.png,4
dataset/train/sample313.png,8
dataset/train/sample314.png,6
dataset/train/sample315.png,4
dataset/train/sample316.png,6
dataset/train/sample317.png,9
dataset/train/sample318.png,3
dataset/train/sample319.png,7
dataset/train/sample320.png,5
dataset/train/sample321.png,0
dataset/train/sample322.png,8
dataset/train/sample323.png,3
dataset/train/sample324.png,4
dataset/train/sample325.png,0
dataset/train/sample326.png,3
dataset/train/sample327.png,3
dataset/train/sample328.png,2
dataset/train/sample329.png,0
dataset/train/sample330.png,1
dataset/train/sample331.png,0
dataset/train/sample332.png,3
dataset/train/sample333.png,8
dataset/train/sample334.png,3
dataset/train/sample335.png,9
dataset/train/sample336.png,1
dataset/train/sample337.png,9
dataset/train/sample338.png,0
dataset/train/sample339.png,4
dataset/train/sample340.png,7
dataset/train/sample341.png,7
dataset/train/sample342.png,8
dataset/train/sample343.png,5
dataset/train/sample344.png,6
dataset/train/sample345.png,5
dataset/train/sample346.png,6
dataset/train/sample347.png,8
dataset/train/sample348.png,2
dataset/train/sample349.png,5
dataset/train/sample350.png,2
dataset/train/sample351.png,3
dataset/train/sample352.png,1
dataset/train/sample353.png,6
dataset/train/sample354.png,0
dataset/train/sample355.png,7
dataset/train/sample356.png,8
dataset/train/sample357.png,7
dataset/train/sample358.png,8
dataset/train/sample359.png,1
dataset/train/sample360.png,9
dataset/train/sample361.png,6
dataset/train/sample362.png,4
dataset/train/sample363.png,5
dataset/train/sample364.png,7
dataset/train/sample365.png,1
dataset/train/sample366.png,7
dataset/train/sample367.png,6
dataset/train/sample368.png,6
dataset/train/sample369.png,7
dataset/train/sample370.png,3
dataset/train/sample371.png,5
dataset/train/sample372.png,8
dataset/train/sample373.png,7
dataset/train/sample374.png,3
dataset/train/sample375.png,3
dataset/train/sample376.png,9
dataset/train/sample377.png,0
dataset/train/sample378.png,3
dataset/train/sample379.png,1
dataset/train/sample380.png,6
dataset/train/sample381.png,4
dataset/train/sample382.png,7
dataset/train/sample383.png,0
dataset/train/sample384.png,5
dataset/train/sample385.png,1
dataset/train/sample386.png,5
dataset/train/sample387.png,4
dataset/train/sample388.png,4
dataset/train/sample389.png,5
dataset/train/sample390.png,9
dataset/train/sample391.png,1
dataset/train/sample392.png,0
dataset/train/sample393.png,5
dataset/train/sample394.png,8
dataset/train/sample395.png,3
dataset/train/sample396.png,4
dataset/train/sample397.png,4
dataset/train/sample398.png,2
dataset/train/sample399.png,4
dataset/train/sample400.png,2
dataset/train/sample401.png,5
dataset/train/sample402.png,6
dataset/train/sample403.png,7
dataset/train/sample404.png,2
dataset/train/sample405.png,2
dataset/train/sample406.png,5
dataset/train/sample407.png,3
dataset/train/sample408.png,8
dataset/train/sample409.png,8
dataset/train/sample410.png,6
dataset/train/sample411.png,8
dataset/train/sample412.png,4
dataset/train/sample413.png,4
dataset/train/sample414.png,1
dataset/train/sample415.png,0
dataset/train/sample416.png,2
dataset/train/sample417.png,7
dataset/train/sample418.png,1
dataset/train/sample419.png,1
dataset/train/sample420.png,8
dataset/train/sample421.png,8
dataset/train/sample422.png,2
dataset/train/sample423.png,7
dataset/train/sample424.png,9
dataset/train/sample425.png,7
dataset/train/sample426.png,4
dataset/train/sample427.png,1
dataset/train/sample428.png,2
dataset/train/sample429.png,0
dataset/train/sample430.png,8
dataset/train/sample431.png,9
dataset/train/sample432.png,1
dataset/train/sample433.png,4
dataset/train/sample434.png,9
dataset/train/sample435.png,5
dataset/train/sample436.png,6
dataset/train/sample437.png,7
dataset/train/sample438.png,0
dataset/train/sample439.png,3
dataset/train/sample440.png,2
dataset/train/sample441.png,0
dataset/train/sample442.png,4
dataset/train/sample443.png,1
dataset/train/sample444.png,0
dataset/train/sample445.png,0
dataset/train/sample446.png,8
dataset/train/sample447.png,7
dataset/train/sample448.png,0
dataset/train/sample449.png,2
dataset/train/sample450.png,9
dataset/train/sample451.png,9
dataset/train/sample452.png,1
dataset/train/sample453.png,3
dataset/train/sample454.png,8
dataset/train/sample455.png,3
dataset/train/sample456.png,1
dataset/train/sample457.png,4
dataset/train/sample458.png,8
dataset/train/sample459.png,5
dataset/train/sample460.png,1
dataset/train/sample461.png,8
dataset/train/sample462.png,2
dataset/train/sample463.png,4
dataset/train/sample464.png,4
dataset/train/sample465.png,9
dataset/train/sample466.png,5
dataset/train/sample467.png,5
dataset/train/sample468.png,4
dataset/train/sample469.png,5
dataset/train/sample470.png,6
dataset/train/sample471.png,3
dataset/train/sample472.png,7
dataset/train/sample473.png,4
dataset/train/sample474.png,9
dataset/train/sample475.png,5
dataset/train/sample476.png,8
dataset/train/sample477.png,9
dataset/train/sample478.png,3
dataset/train/sample479.png,9
dataset/train/sample480.png,6
dataset/train/sample481.png,4
dataset/train/sample482.png,7
dataset/train/sample483.png,2
dataset/train/sample484.png,2
dataset/train/sample485.png,6
dataset/train/sample486.png,4
dataset/train/sample487.png,8
dataset/train/sample488.png,3
dataset/train/sample489.png,0
dataset/train/sample490.png,2
dataset/train/sample491.png,8
dataset/train/sample492.png,9
dataset/train/sample493.png,0
dataset/train/sample494.png,8
dataset/train/sample495.png,6
dataset/train/sample496.png,3
dataset/train/sample497.png,9
dataset/train/sample498.png,1
dataset/train/sample499.png,6
dataset/train/sample500.png,3
dataset/train/sample501.png,2
dataset/train/sample502.png,6
dataset/train/sample503.png,1
dataset/train/sample504.png,0
dataset/train/sample505.png,2
dataset/train/sample506.png,6
dataset/train/sample507.png,2
dataset/train/sample508.png,3
dataset/train/sample509.png,3
dataset/train/sample510.png,9
dataset/train/sample511.png,1
dataset/train/sample512.png,7
dataset/train/sample513.png,9
dataset/train/sample514.png,1
dataset/train/sample515.png,1
dataset/train/sample516.png,0
dataset/train/sample517.png,1
dataset/train/sample518.png,7
dataset/train/sample519.png,0
dataset/train/sample520.png,8
dataset/train/sample521.png,5
dataset/train/sample522.png,0
dataset/train/sample523.png,6
